conflict_id,medicine_id,conflict_type,source_record_ids,details,status
CONFLICT-36929e6fa6b209458031b0c0,MED-c7906eb061b89cc5dff370ab,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-2d00845d95c2d98d88677625,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36a0509775aa1f9203ba18d0,MED-c8eb59a59e23b7dcce40bd32,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-a9e58942a01705c7bd44ec4f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36a1a217f89ee34d81258bf0,MED-c6c38d2fe20db94320421efe,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-a4af617fd7f78cb71ab4d1ad,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36a8b15303a17bbc893310a9,MED-296e5a092aa98d568fa34205,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-4f244b834def57fe1a3e629e,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36aeb9d1bdce0e1b44c18e87,MED-f0e1c1a2a6fdf1be9ae7585c,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-3be513e1d7b88f8e9f58a75e,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36c9ebc65e6e85b0d4910f7b,MED-912936b8696c70c53dfe78d7,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-f7029a9a77346db97741d7a2,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36cec4d7b7d0f62a9d613eac,MED-90c5c378b49088ea546c4f62,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-c5ec2e9dabaaae99581c25eb,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36da02c85aa5a35ffc44d786,MED-a6e46d1cc226ee51f3b216cd,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ff586cc40d576f406813b5c5,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36e4aa1f896a42906aa243bb,MED-1b5d3741f9de469824e5d5d0,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-341bb69b00ad1d5a2bc43afc,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36ead9cc80c607c104ebf2b1,MED-33ac2d93ae26a1f26f66a398,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-8f0f0213ba8b4262861069bc,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36f274973bc92c9aa8326d40,MED-575f73e7b0a50b454b1daed1,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-832eca752bb0cc6832e1eb91,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36f4cd3fc86a410e54241f92,MED-58f3b766dbfe051631a2f148,REGISTRATION_IDENTITY_CONFLICT,SRCR-6f92b629b24d361e47449a80,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-36f8402462a85138049e652e,MED-e61ed8cbff929af40223320e,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-34740512f33c6f0204f6ca2d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3706941558e7201b83ae27d4,MED-865f49c16a6382cbfd4c227f,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-00d6960c03f634603ea54737,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-370cd4b3d0bce0bcfaa24e21,MED-9494426669738d1c8bf8c505,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-ec2c330748f5cd0102d6f47f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-370e3cd3e5f643e204111a2b,MED-dd6ca3dbc2c98fd210982496,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ffaa3e7dbeae8db5b7e2219d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-370efb403e0ad6a5bf8c28fe,MED-efcb2dd0381fafb02978708a,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-108e0724856ef66d52e7dc09,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-371f7bdda8895757c457076c,MED-9ff677468162f7e82542dc4a,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-3a13f73a20c58aee0a60ab29,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-372135967b429f8d70a715cf,MED-0855d13af0a5b8046f4754f9,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-1d5613fc81dc9bc1276c6bab,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3726f225ecce9b0fed9a1d41,MED-9ada7188053a06bd3e5795ff,REGISTRATION_IDENTITY_CONFLICT,SRCR-206180aad1a46eaea4c195ca,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-372a2a70a6704fa631e03f76,MED-0c9ad780737277d09e77c62e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-f12142dab2859af25ecdfd9b,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3735b54fe3c671f8aa2f42e4,MED-694aeb61f820c5a82e214e62,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-5ffe9c4b4ea46924522d7cd0,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37436f5b57376b34eaa84ce4,MED-99263ef99322f9519bbba990,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-e3a959fa4fc99739c22ddff8,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3748642aff688e38ab412ea8,MED-07bd2ade1552db5e32c2817b,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-f8f745ecade763c3eb1f30c4,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-374b139ea3b28b6852e2e18e,MED-4e5ced79817adb5627b0df00,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-ed8078bc185970c76276164a,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-374b8725cb5a96b74c18f15a,MED-1147d47999638547403c3ba8,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-3ea049c32e42eac136207d8d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37508515e7320d319b031e3e,MED-e319f66226becfbb17c0cb49,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-9b93bfdb927b7fa20a188833,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-375848afafe08478d63eb8e6,MED-b202d3627785d123a901eca1,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-2098c8b4879e3558cc7e4eb6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-375d34d8ab2bedd167f2a99c,MED-a1f097d43635d484ed62df38,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-bb3633e4707b34bc50dfdd56,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-376b54ffec3e23aa8cf8c265,MED-5ec3b8e79e06058a60fb05d1,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-1d652ef2f06a3c31d1906216,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-377eebc0985e9c405839da11,MED-481ee6b1525226e7ef1e6264,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-984e2d4346be7042f506dae6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3784e0c1676f28e34a49ec90,MED-67ed24c1adab05ffa006b8da,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-441875980c05f0a0ac44d3f6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37915270e4c583bf74daff01,MED-96b7618a22b5b26c5f1623b8,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-b0dc02cd7eb01cbef748c88e,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37a5527d6872fa0a7406e339,MED-11fdc145e8bbded3c0b5a064,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-3e51164e9280727ba63d1807,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37ac12858425f30a7efc1705,MED-0d4c44429e8b63c1d77b3671,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-d2eef36b9514c03c30b2e42c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37ad906d5d0426a48c44ca95,MED-05ccc95a78fed182142400cc,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-da5b59d7447249ff7f192b50,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37c184cba11245121678574b,MED-0a093ca32858f431a438891e,REGISTRATION_IDENTITY_CONFLICT,SRCR-5cb5636cadafbdac76f8c3c3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37c548671a02fdc95b6d8ab5,MED-8d808b9177c3e08ee35f0daa,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-4c340595e901c1324fb5c9f9,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37d8ac0a54b78940662fb7e8,MED-427509038f8e9f34d59bb08f,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-9914d31ebc6afa3e5a788b7d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37dcc5e6a24ea01acf691bd5,MED-c896e2082752ae0eb136dd63,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-1c374064fd578ed4815fb10c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37df28b872e0eb11ac9d5471,MED-98f51c6c407de92e51c51395,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-315a2765cd09ff7d9efbece8,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37e487c40af8102246a14925,MED-e1c432cd4591e24b7019e74e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-873311493250708715959837,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-37fbd58a478221434fff50d3,MED-ec7aa8778db25a412c773ff0,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-13d2e837b637de7cf56aebc5,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-380212bc26c1e8d438870902,MED-c7b7cc69c34daa001541e7a0,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-5fad35f37aaffe058cd3ea05,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-380faf40d58682fc71ff7e05,MED-176558841e824fffd4a494ec,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-d1d09746f76952049615639c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38182085c37ef3ba0a58af8c,MED-27ee724fee91965e8e22da6d,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-c69b49f1a5b046c7773359b8,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-381913fabfd700b1f1437802,MED-b1cad843433d04cf09c184cc,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-d16fe06cae036046832c9123,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-381d8f96d8050dc52814e5e3,MED-402db5bad41f54eee66ef931,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-2d369ededc1503ac791579d8,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38214c4a31156627d093b494,MED-ff7297e84bd6d5a0a42c9934,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-6fff124a6e55e9f26e46fddc,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-382288e6d387a1d0db220b80,MED-50e9eec65590618c43fbdb55,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-87ab692ff6d283b19c16c722,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-382d993e878a0b9536ff36ce,MED-4c26a14f2d8445cea2728207,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-5840d50acab6877e0ea167a5,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38340299416ac78a70fab68d,MED-856366f4af15835a0ea5f1a7,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-67d8fc1a0002358ab47df442,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3835f53705199126abb2af67,MED-712be64f433cc243cef17f89,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-29332d02b12389bc5c00e195,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38667a52f59e415f19d4f03c,MED-424a54160e262eb9fbeec0db,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ceb942f8747a3ea816ad1c85,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-386b523f63e5d1ca3240a509,MED-2377ce0d0a0421a98d5afbd1,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-1af75b73d2dc1cecfa247710,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-388a3543559c69231d8cda09,MED-27c8d0dfd0d4bf77feeb331c,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ccf1b42250eb30027e4ec460,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3894a0019b6bfec76067ec5e,MED-0163d8831b207ae1621288f4,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-4c35a665ed7fbd7a1c4ea791,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3898f3ea84181c7c5487e8e0,MED-fcdd760123f6a3004e0d9c2d,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-29d6e5f5eb3186348e89c604,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38993a7698b892834590db40,MED-0a977911184264b8a59c58e9,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-c42b34afca09cb7938033803,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-389b1bf2d108e948196fab3c,MED-0160f851de460c07c6c6b3a9,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-db06d45caf0b521aaec50276,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38a4237ec97944443e9ed596,MED-c310e31bdfeaad4c3cb4c559,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-cb11baba7035e9af791e9ac9,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38a6d4a8956bd61b62e44d62,MED-7b2ad14def25d17e877cb319,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-3a39cd7f81f93787629e24a1,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38aa4c545e17b4efc0238ca0,MED-346b5552a9c9a6f60def445e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-fa61ecf13527900aa2a853bc,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38ae891aa740528271caaa1a,MED-6355701f1b573deeba6c84b9,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-d0ff12ed79e3999f904f03c3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38b6bafe32ea0c678ea17799,MED-87648d0ca8bce2c87fd72aec,REGISTRATION_IDENTITY_CONFLICT,SRCR-63660ae6e4ca115a1c9edb8d,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38b6e29247ff1e96f9b1c582,MED-1010eaa9131eeab5fbe1aef6,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-b3c6fb96f303ff2d72ae46b2,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38b988ceabf935627973ad98,MED-ce89b2f58f0a2bdb1747e225,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-b60636a6df74a6907c43c4a6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38bf473eb2035e3589b01071,MED-2a9901cf0274332efb59d2f0,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-d299d9a28c586e5000f4af83,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38c1cb08c3237c4e1c4aaf92,MED-c0480ab2e5c251bb94c5fce4,REGISTRATION_IDENTITY_CONFLICT,SRCR-b24878f7479537867e9efab5,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38c3f875c1caba3d6c3414e4,MED-a01595e3d5079ad29bb66255,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-b16e4f32a2445574f10fa097,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38cc8415448a40b06e1d7166,MED-c3360a31c7df81e10fe75401,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-4ae6d14fc989b84e8bdd4ea3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38e0576b02047f057df4be74,MED-7aa207393566966c7ff68181,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-34e7323008a9911520ef36f3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38eae191d9fad835ea228765,MED-c4fb0a2b0b4bcfd61a84bc9c,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-12d9c6a3662f2c4ac0015104,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38eb6e4f99df0570063f19cb,MED-242bae64acb758a862ec617e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-d2fc7d45352fe636f5a165ad,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38f4f9b4dbd51cec308acd44,MED-274e4a86c06109c9c944b46e,REGISTRATION_IDENTITY_CONFLICT,SRCR-556b4c9ae5cddc758b18a9b3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-38f80ae59ea37c381a3d76f0,MED-c76a257757e1050f91d70a40,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-ae23ee3399f5eec335021f56,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3905228149626ecdd1b15d1f,MED-8f9925100a389a8006092abc,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ec4ebd41b2042b58ec023884,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3906b1a1f13fc5bdcb68a4c8,MED-7343923dafdf523ed9e09300,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-d5e6bc2b6a56220c0f70716b,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3908467e113b73908a9f6745,MED-b7ebff8af8f80e5308311e80,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-dea611929b8f429808e5f4f3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-390aac6ee314fd526a28edcb,MED-415a62ef569e2f10d4bc4933,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-2e889a2a8041f5d7c093f146,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-390b5cd2606a5d1122fee0e1,MED-7a0ec381f043a103e25f3090,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-69ae3da059f0005ad8c8c56e,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-390bb41e9842bb0631327be3,MED-aa0e63e21a3ce95927a71eb7,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-13879afee9fbb3f6cf7e2ae6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-390c0229239df7e35cb2aa91,MED-c8f47ec7fd986383d6eefa37,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-c7c2bc82607be09a3d19c297,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-390c0d364d27ffc0c2dbadd2,MED-766ca519884475ac4558d461,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-53a808b01bc45ed14de968cb,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-390f25480b8ecf56d58ef093,MED-a6a06cf2168cff9c2f9ca02a,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-d4f31ee78883a60dbe2c2dd3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-390f5b758ff9466cf582a87c,MED-d380ea301bbb325bb57ac725,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-c58b448ace23b671ec693c94,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39112af304e91fae11b88e5b,MED-389f240efa8c5338fd85343c,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-5f187ff25eacceef831ad3e4,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39166511c4e20df20d6a0c80,MED-7cc295168110c6fb8183d451,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-bc619e06ee93fba7704f8d53,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39185e5f6682f7eeebb32c9c,MED-91964d70a68881afbd26350e,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-d39d77d446ef82c624f77d8c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3920275eeb729a86c6ed9944,MED-eb964fb6df78f611e9f5f554,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-3788fe6f72bb2cb12c07e6f9,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3920d69938cd4e380f35a308,MED-d25cdaee16b47fafc01e09ca,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-4670437ebd0f138da3e76a79,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3930789c8013d01949465319,MED-f7ad3de07306ef02cee7ea31,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-dc1f1b1cdc6afde0e3722b3a,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3937fd0ad01aa922881de041,MED-a46b5707f31fda3ec7a92c46,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-67c94e2498ef065f78c105a7,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-393bfd31500a293f5414cdc5,MED-30baa9fbf858aecd6aca6cbd,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-eadc90919b6433986381adac,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-393c7e04eb2d4e401d13598c,MED-b32f579055e128a9d712862f,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-3a0a9a35380b986354d5200a,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-393cd8401d4466f937aecbb7,MED-208f0e53228ece18a6440948,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-60b2a4598e07c19a7accd073,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-394879ef89a58a6916087f01,MED-2ee59f27bd647e3dcd4966fe,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-f4892021bf68372240b80163,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3956dd0589e4480199589f98,MED-04030044a6f48042bb9af48f,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-bc102c10adecaa9cbcbc8051,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3959843cde4f0d9112c6e290,MED-ac56fd05218021cde58c6d09,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-3d234b7f5335887454463068,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-395a91f9cd255d6b9b905560,MED-a6e1ed7fe36a30d1dfc41903,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-ce2daf2de6d8536e53574dd8,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-395e77fc9f19735973c53307,MED-60be5bf79d8831e39e72c384,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-5a2b95f3e77700e8dafccc63,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3977327f0ee542f402fe95ed,MED-f9efb857566f174b907bae4c,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-b0cb915246c72b8965bd679c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39796e2e896b68e1948388c0,MED-5f5dcf2cb6824a2300181afb,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-7a5f93519f3719d61aea51fe,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-397d6b690ad0df908d5fbe55,MED-e08de98ebca641a49bbfa179,REGISTRATION_IDENTITY_CONFLICT,SRCR-2ffcc13d2dab499762c6e574,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39808e21ac9a98b6f76c28b0,MED-8b5df09ed90c4cf8e5dffdab,INGREDIENT_STRENGTH_COUNT_MISMATCH,SRCM-f362b884e0474959fa17eff3,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3983933d30ff14144ab0419d,MED-92827a6e7aae1d076727ce6d,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-537a8c384fefad5991d396bb,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3989933ce0c7adfac32523a4,MED-e1a44ce8e9ec82c22588bbc7,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-d8dfb2468571cddba529baf9,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-398b5143717d712a7a19535e,MED-8c45cec23ecf97090ddac5d4,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-7ee9ad9975e6edee1524f8e4,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3995d08e2cc9e69d0f3990c4,MED-394ce01dccbb469c7678fef4,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-13498241318aa5b23ca14a22,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-3998948163818ca70d2613aa,MED-dc0d68e9967f00a4e2b8d7a6,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-3b07b56d928411b906bbbe21,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-399ed4060d45d37acbfaf3af,MED-bb3beeab3e369bf21fd0fb96,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-1a0728bb74c1c677f0d2152f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39aa16a5f23e9e4028d75202,MED-507813327f1c1b9c6ac996fe,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-6493b87145123ed759f00726,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39aee0bc6f68a36ac3ec3d6c,MED-79122824b8d9f80d02fce4af,AMBIGUOUS_INGREDIENT_SEPARATOR,SRCM-4b95aa5124fd2a37eb43bce9,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39b010ef49c1ab7d622462c5,MED-8496ef7cc37d956bc6edd4c7,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCR-0a9e3c794eb468ef9ee7e71a,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39b6b52e7b969412c0b1125f,MED-dd130b4f22af7f08a2b78f69,AMBIGUOUS_SHARED_DENOMINATOR,SRCR-004e21140045ef8ca89dd0a6,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39b6ceef07f5561a85ab7c56,MED-25ea25b6458350f0411d0001,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-0699301d0c8113237dca5a9c,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39c538eaac212a6bb1071136,MED-e231b11e5f2345ce5832f878,CROSS_SOURCE_INGREDIENT_CONFLICT,SRCM-de629b0e51d6e8ebd8b4af6f,Critical source evidence was preserved without automatic resolution.,QUARANTINED
CONFLICT-39d03aad6aca3c70f5f72a41,MED-efb7429101412106c5394999,AMBIGUOUS_COMBINATION_STRENGTH,SRCM-8fc203f234599e96b33d228e,Critical source evidence was preserved without automatic resolution.,QUARANTINED
